Feature,Importance_Mean,Importance_Std,Stability_Ratio,Classification
Rolling_Var_5,0.48632172039730953,0.030679580383184885,0.06308481815967941,Stable
Vol_1,0.4137648515030803,0.03618557525748944,0.08745423317569274,Stable
Vol_5,0.02863787957739884,0.011192841452378595,0.3908267927217283,Stable
Return_5,0.020586004411902732,0.02936631841816634,1.4264493187356435,Unstable
Rolling_Var_21,0.01758409095212795,0.014786285027379881,0.8408421126528556,Moderate
Lag_1_SqRet,0.013909031542857992,0.013951762945042289,1.0030000940009172,Unstable
Vol_10,0.011005517652136289,0.002504789244947244,0.22757327286538098,Stable
Return_1,0.004324045760581849,0.0016833256820905727,0.3892041322272888,Stable
Lag_1_Ret,0.003866858202600905,0.0008443941915787353,0.2183105344996697,Stable
